#{"t_start": 1726147402.2825823, "env_id": "None"}
r,l,t
3.116141,84,3663.429921
-73.488158,131,3664.046575
153.500386,131,3664.736956
122.941688,131,3665.374249
135.2422,131,3665.981246
213.353703,131,3666.61175
169.334759,131,3667.220719
159.284027,131,3668.085057
0.060858,131,3668.727076
205.846777,131,3669.395815
131.944932,131,3670.083375
59.123194,131,3670.780907
177.919795,131,3671.484452
119.394374,131,3672.21849
195.011393,131,3672.916607
127.019593,131,3673.61243
194.350985,131,3674.35149
-43.205626,131,3674.997414
82.236773,131,3675.641357
116.596881,131,3676.312855
190.966166,131,3677.058138
117.30994,131,3677.810216
143.844442,131,3678.517308
9.630989,94,3679.035038
44.620939,109,3679.583117
62.954402,131,3680.196395
200.254384,131,3680.831841
39.098984,131,3681.528359
172.899179,131,3682.192585
3.144705,84,3682.644441
40.191044,131,3683.310591
-183.80852,131,3684.004476
103.625686,131,3684.687716
49.913463,131,3685.34314
198.767766,131,3686.062534
41.13415,131,3686.895019
144.491318,131,3687.601447
87.006995,131,3688.351413
139.816693,131,3689.021202
99.411787,131,3689.669537
212.336683,131,3690.321121
97.13184,131,3690.958297
64.555778,131,3691.533948
199.314134,131,3692.173888
131.524643,131,3692.825659
158.550141,131,3693.440095
-22.470384,131,3694.080347
134.437587,131,3694.701882
174.082528,131,3695.325467
197.584129,131,3695.917907
213.144618,131,3696.507421
88.846535,131,3697.183112
181.560485,131,3697.804799
79.161688,131,3698.447247
186.959653,131,3699.029106
51.00023,131,3699.738144
68.71112,131,3700.441023
161.237197,131,3701.067818
3.529672,85,3701.525916
41.239721,131,3702.154479
143.908446,131,3702.774053
151.386085,131,3703.359497
-170.848725,131,3703.996093
-29.51636,112,3704.613165
198.912135,131,3705.243185
186.322057,131,3705.87729
184.466654,131,3706.50618
188.04399,131,3707.109977
157.75896,131,3707.705805
108.043642,131,3708.371491
140.526274,131,3708.99353
211.249099,131,3709.581053
146.854571,131,3710.210245
-0.074935,131,3710.8386
125.25501,131,3711.468738
132.817487,131,3712.091993
187.19165,131,3712.742051
89.234135,131,3713.361089
215.140185,131,3713.979435
128.772726,131,3714.59996
84.088724,131,3715.17707
216.842496,131,3715.762194
200.254384,131,3716.419106
201.745447,131,3716.986955
212.130819,131,3717.552222
99.453507,131,3718.183514
171.100431,131,3718.78823
156.669762,131,3719.36647
183.72885,131,3719.956401
160.904174,131,3720.573023
174.045499,131,3721.198068
12.317747,131,3721.841119
172.591979,131,3722.458816
187.984993,131,3723.141631
212.487141,131,3723.76782
212.414759,131,3724.396531
209.577866,131,3725.039469
119.817498,131,3725.681257
200.254384,131,3726.281834
100.661111,131,3726.931059
172.691342,131,3727.510396
162.91562,131,3728.137224
211.617278,131,3728.768224
214.177551,131,3729.396579
140.88152,131,3730.071661
135.2125,131,3730.692875
109.248765,131,3731.321724
195.974762,131,3731.954966
190.268515,131,3732.574379
104.786807,131,3733.200184
64.574728,131,3733.860464
200.946359,131,3734.490189
170.067452,131,3735.154559
199.667615,131,3735.801713
99.306416,131,3736.442514
213.883503,131,3737.09116
212.936289,131,3737.77447
74.691095,131,3738.45733
101.310463,131,3739.163102
8.669601,131,3739.965676
109.914451,131,3740.713161
169.791718,131,3741.429363
186.856503,131,3742.108369
137.851818,131,3742.778718
138.804414,131,3743.438415
82.472961,131,3744.110559
149.4952,131,3744.765394
139.703157,131,3745.373708
103.47752,131,3746.005113
141.526717,131,3746.637544
167.066161,131,3747.250182
187.85744,131,3747.911475
91.082898,131,3748.542841
213.36973,131,3749.170166
125.794338,131,3749.780293
199.802393,131,3750.393278
218.313369,131,3751.009401
80.482787,131,3751.613397
150.40443,131,3752.214713
126.006079,131,3752.896974
136.76342,131,3753.641588
172.995225,131,3754.269952
160.325604,131,3754.853246
211.578158,131,3755.491827
-34.287966,131,3756.138289
59.471405,131,3756.768981
114.785355,131,3757.396946
140.767653,131,3758.021858
136.366045,131,3758.634326
60.058454,131,3759.2564
145.379356,131,3759.88256
44.552575,109,3760.437579
149.732382,131,3761.036139
162.060413,131,3761.638794
90.392792,131,3762.261497
199.685883,131,3762.880921
187.882849,131,3763.507638
164.027865,131,3764.116545
150.432572,131,3764.732331
136.596753,131,3765.398283
128.139922,131,3766.008785
-1.569894,103,3766.49099
-232.462289,131,3767.128299
67.048998,131,3767.730946
-68.002864,131,3768.309514
44.555314,109,3768.807942
119.527195,127,3769.398833
90.578634,131,3770.005864
87.346285,131,3770.599679
145.405015,131,3771.187545
212.487141,131,3771.811755
51.622976,131,3772.450951
112.314964,131,3772.999921
156.310044,131,3773.576436
213.181756,131,3774.139224
204.838218,131,3774.707265
154.502751,131,3775.283355
162.63935,131,3775.857937
200.981737,131,3776.42807
94.196697,131,3777.021931
5.974069,92,3777.437119
151.06162,131,3777.998779
169.478149,131,3778.551119
212.204756,131,3779.138427
157.590713,131,3779.732806
186.51969,131,3780.300622
38.855786,131,3780.868848
23.328682,110,3781.389869
76.105591,131,3781.994553
132.45549,131,3782.558057
120.915645,131,3783.190333
123.814128,131,3783.801856
140.88152,131,3784.386513
199.692353,131,3784.97828
125.545488,131,3785.56888
148.685463,131,3786.175238
-6.371187,131,3786.727105
200.254384,131,3787.324561
193.712074,131,3787.898621
189.434396,131,3788.491302
187.507102,131,3789.06493
165.938114,131,3789.670131
181.233816,131,3790.302583
149.636997,131,3790.914881
169.04577,131,3791.525738
78.651368,131,3792.077872
128.09279,126,3792.747829
200.254384,131,3793.351579
199.844853,131,3793.938503
88.540721,131,3794.568861
117.688832,131,3795.197992
143.70468,131,3795.847566
150.949264,131,3796.477794
108.632398,131,3797.09729
213.790867,131,3797.753892
138.168043,131,3798.357977
140.88152,131,3798.959203
148.631523,131,3799.57274
34.325962,131,3800.243608
183.603161,131,3800.891644
144.150096,131,3801.536453
142.682365,131,3802.220695
142.086254,131,3802.861932
161.23403,131,3803.581427
198.428417,131,3804.28617
142.206585,131,3804.964449
104.928988,131,3805.622056
197.536535,131,3806.255644
170.774643,131,3806.896496
59.429436,131,3807.534245
149.427831,131,3808.176595
199.692353,131,3808.868387
138.470943,131,3809.634685
20.465493,131,3810.342658
77.561355,131,3811.019938
187.733196,131,3811.674494
141.183935,131,3812.303733
193.833182,131,3812.919903
141.145653,131,3813.550051
188.613175,131,3814.287889
201.042099,131,3814.92049
75.451078,131,3815.558262
39.199412,131,3816.209358
-21.267953,131,3816.807362
157.278906,131,3817.411971
72.166275,131,3818.037015
-154.246114,131,3818.734124
126.689784,131,3819.335941
199.692353,131,3819.949417
60.062065,131,3820.553605
125.856399,131,3821.205633
77.811666,131,3821.931701
77.824864,131,3822.606387
170.754871,131,3823.306689
163.526521,131,3823.96581
148.518551,131,3824.614287
129.974237,131,3825.268588
79.701174,131,3825.915069
213.614247,131,3826.523658
187.546944,131,3827.161741
187.446766,131,3827.760689
5.649716,131,3828.409701
41.3554,131,3829.015573
58.086598,131,3829.682141
155.561129,131,3830.332767
201.068291,131,3830.919504
-50.028988,131,3831.511148
108.479568,131,3832.093899
167.353751,131,3832.643407
189.195138,131,3833.182013
144.882056,131,3833.709121
212.52815,131,3834.236136
44.451976,109,3834.729714
74.667823,131,3835.384212
76.407067,131,3835.973309
204.00171,131,3836.489679
213.349938,131,3836.997485
91.746384,131,3837.576079
166.316744,131,3838.084603
11.473369,95,3838.532679
168.282078,131,3839.132062
169.349643,131,3839.755032
51.045786,118,3840.291327
134.003574,131,3840.892062
130.892604,131,3841.501347
128.360428,131,3842.101835
57.687352,131,3842.71924
159.94974,131,3843.300022
166.843615,131,3843.915998
188.160241,131,3844.553657
112.622831,131,3845.175737
212.336783,131,3845.757102
187.072757,131,3846.349318
138.340348,131,3846.963331
200.254384,131,3847.55076
187.790712,131,3848.159144
212.336683,131,3848.758286
199.795275,131,3849.360207
41.957271,131,3849.925665
58.409705,131,3850.494481
103.770277,131,3851.066592
212.336683,131,3851.666621
112.342423,131,3852.242919
138.84336,131,3852.815867
106.322499,131,3853.393566
178.067527,131,3853.983718
72.43309,131,3854.556365
17.695131,99,3855.001259
60.971814,131,3855.578029
133.481609,131,3856.159513
157.413551,130,3856.736182
91.029537,131,3857.334127
185.194179,131,3857.895566
142.353525,131,3858.742104
119.194585,127,3859.314306
200.254384,131,3859.890398
-75.183898,131,3860.483315
6.258362,92,3860.906648
64.107132,131,3861.524945
51.847532,118,3862.094043
206.838661,131,3862.656773
66.991524,131,3863.290915
200.254384,131,3863.894257
127.894375,131,3864.457168
154.025455,131,3865.036638
172.01802,131,3865.616677
127.142337,131,3866.25362
82.472961,131,3866.833576
108.443889,131,3867.452368
138.929504,131,3868.047628
187.626618,131,3868.640094
200.254384,131,3869.246251
171.361056,131,3869.887848
121.573594,131,3870.538424
187.729406,131,3871.207923
89.711866,131,3871.803001
141.144139,131,3872.409511
140.733392,131,3872.961705
154.56349,131,3873.504947
200.181705,131,3874.096464
20.188225,131,3874.717583
171.888206,131,3875.263759
77.750089,131,3875.852556
111.490134,131,3876.43708
164.153161,131,3877.005777
199.069315,131,3877.579864
118.77807,127,3878.142817
187.100058,131,3878.727572
94.599399,131,3879.332283
155.577257,131,3879.89615
197.921954,131,3880.454531
105.739933,131,3881.02845
158.038808,131,3881.623087
186.026921,131,3882.193729
187.385101,131,3882.764911
44.451976,109,3883.289549
213.374859,131,3883.897923
130.001166,131,3884.536722
199.591757,131,3885.158556
160.11233,131,3885.73176
186.356538,131,3886.327702
127.429,131,3886.89746
188.145967,131,3887.470128
63.068264,131,3888.069275
-84.111855,131,3888.696269
199.692353,131,3889.319963
186.696554,131,3889.886165
187.666817,131,3890.50182
149.645626,131,3891.125826
147.189221,131,3891.724464
165.88504,131,3892.342992
156.131014,131,3892.945184
-49.299808,131,3893.550789
64.772587,131,3894.130642
201.307809,131,3894.717701
166.182406,131,3895.3316
148.930155,131,3895.923884
173.242381,131,3896.490869
175.73247,131,3897.090014
220.919648,131,3897.785417
106.685439,131,3898.424448
135.303097,131,3899.088585
213.711468,131,3899.636309
76.495349,131,3900.297472
-54.634986,131,3900.903928
123.566048,131,3901.517108
74.479062,131,3902.146576
168.883553,131,3902.842504
212.481519,131,3903.487756
144.578569,131,3904.1418
61.496469,131,3904.920314
155.739933,131,3905.559674
124.662661,131,3906.218484
93.305277,131,3906.901413
74.696784,131,3907.556545
178.568012,131,3908.195697
11.473369,95,3908.666635
167.453183,131,3909.326163
3.144705,84,3909.773956
3.026999,84,3910.241669
35.203289,131,3910.891347
65.187903,131,3911.606341
125.527986,131,3912.277412
81.643373,131,3912.935648
150.040672,130,3913.590467
209.516218,131,3914.258767
138.819204,131,3914.873697
198.626074,131,3915.527211
156.861901,131,3916.133702
157.72988,131,3916.785658
190.674769,131,3917.390984
44.379936,131,3918.009979
-10.955192,131,3918.626982
184.685352,131,3919.216914
88.288081,131,3919.820634
199.354034,131,3920.399899
10.236178,94,3920.826249
155.507757,131,3921.446213
199.692353,131,3922.071835
91.95669,131,3922.634075
101.998988,131,3923.269099
48.202572,110,3923.816101
95.313622,131,3924.416501
186.681659,131,3925.004767
9.692095,131,3925.596309
166.092775,131,3926.202065
185.026978,131,3926.797317
84.716013,131,3927.437051
80.107565,131,3927.974771
167.774411,131,3928.549699
147.247922,131,3929.126911
162.530983,131,3929.749015
203.239134,131,3930.420517
172.419872,131,3931.046648
176.415168,131,3931.638081
96.708643,131,3932.234276
43.167509,109,3932.730175
164.15184,131,3933.301215
-14.905989,131,3933.871815
173.222671,131,3934.420419
-133.036355,131,3935.004842
3.115444,84,3935.423036
-82.572632,131,3935.987936
112.216108,131,3936.565913
208.894119,131,3937.14204
186.812809,131,3937.780371
225.343317,131,3938.339431
155.929798,131,3938.857085
-107.043523,131,3939.398506
6.660321,92,3939.849858
-78.830422,131,3940.409603
151.683726,131,3940.983153
195.622435,131,3941.548679
157.699864,131,3942.143571
176.144448,131,3942.713434
156.03373,131,3943.291334
156.436022,131,3943.864034
120.607097,131,3944.473901
34.515113,131,3945.049388
186.884648,131,3945.609514
163.75247,131,3946.164896
44.610423,109,3946.663274
93.3346,131,3947.254683
157.153762,131,3947.828528
129.279171,131,3948.431746
187.052859,131,3949.007451
143.340239,131,3949.588149
176.668135,131,3950.153328
132.218098,131,3950.714511
125.959818,131,3951.295654
47.794251,131,3951.857025
145.851149,131,3952.444999
151.943837,127,3952.996599
216.970461,131,3953.599385
63.138011,131,3954.200392
150.254384,131,3954.756855
108.455653,131,3955.357273
188.65167,131,3955.960764
199.564744,131,3956.571214
205.303491,131,3957.132774
118.24262,131,3957.715506
53.354739,130,3958.295645
40.844988,131,3958.904994
115.260015,131,3959.53024
106.226576,131,3960.170015
156.759459,131,3960.726964
143.665661,131,3961.330617
63.855351,131,3961.894944
92.012849,131,3962.493125
44.693553,109,3963.003864
135.131258,127,3963.58274
192.282576,131,3964.193671
186.544146,131,3964.782259
207.559617,131,3965.466677
97.303714,131,3966.120735
214.819252,131,3966.758271
203.568232,131,3967.398637
154.155759,131,3968.052229
199.831455,131,3968.726439
210.379953,131,3969.407955
165.418165,131,3970.071042
-19.185374,118,3970.733896
-37.311412,131,3971.283812
44.552575,109,3971.776549
201.419419,131,3972.346337
186.956518,131,3972.942161
87.88628,131,3973.549937
180.169293,131,3974.123974
199.844643,131,3974.731811
156.589653,131,3975.354248
154.820176,131,3975.960439
146.885353,131,3976.590893
-78.490124,113,3977.180603
82.03555,131,3977.873882
100.28742,131,3978.552231
84.597859,131,3979.256158
39.337646,131,3979.997391
165.607254,131,3980.669496
200.181769,131,3981.310953
24.246627,129,3981.98712
122.676312,131,3982.631086
206.906806,131,3983.226021
199.692353,131,3983.83325
19.714051,131,3984.507499
212.124751,131,3985.161358
74.556371,131,3985.793758
175.254384,131,3986.425065
10.668053,131,3987.053012
77.820731,131,3987.679929
178.185151,131,3988.310658
183.951687,131,3988.930742
37.951365,131,3989.561615
149.414951,130,3990.187978
188.030069,131,3990.814425
44.386903,109,3991.326595
-2.674207,131,3991.949073
141.021914,131,3992.630374
9.842854,94,3993.121453
104.261905,131,3993.836202
15.992989,98,3994.30634
187.379388,131,3994.888478
47.178943,131,3995.47089
138.562756,126,3996.11458
9.316004,93,3996.538541
11.473369,95,3996.943032
147.353555,131,3997.508529
173.677434,131,3998.081267
171.012364,131,3998.688187
44.70934,109,3999.172485
169.731826,131,3999.766929
201.023308,131,4000.341264
178.116286,131,4000.949549
51.269906,118,4001.502831
110.14395,131,4002.13456
72.990117,131,4002.765457
178.538694,131,4003.418319
20.477327,131,4004.093656
175.039317,131,4004.680162
122.029398,131,4005.286502
166.210279,131,4005.896792
131.050536,131,4006.528953
124.714572,131,4007.195032
79.258604,131,4007.939105
205.514748,131,4008.54919
157.339251,131,4009.125421
138.135817,131,4009.707789
164.736208,131,4010.327568
148.306088,131,4010.90749
196.867283,131,4011.524876
1.868718,79,4011.918493
198.582942,131,4012.505323
134.609547,131,4013.112313
81.124892,131,4013.714215
173.788553,131,4014.329443
46.593135,131,4014.94599
118.77807,127,4015.514229
200.18725,131,4016.060217
123.568616,131,4016.677332
12.822868,96,4017.18509
138.653807,131,4017.812931
91.029537,131,4018.441247
207.911933,131,4019.06135
11.452276,95,4019.555378
71.477984,131,4020.172463
38.265054,131,4020.761019
93.514753,131,4021.368809
208.087579,131,4022.007905
138.358343,131,4022.632934
67.004021,131,4023.247102
-78.782515,131,4023.860865
27.557944,107,4024.36629
35.136078,131,4024.972897
176.151059,131,4025.589009
181.278257,131,4026.242265
20.475823,131,4026.881849
134.485455,127,4027.477481
137.8802,131,4028.083797
45.468876,131,4028.67866
138.663245,131,4029.247468
199.945242,131,4029.814262
161.223839,131,4030.401132
-5.123845,100,4030.866991
48.7556,131,4031.463852
100.400034,131,4032.029374
212.103281,131,4032.585696
-13.41396,131,4033.174865
199.555099,131,4033.744798
152.919549,131,4034.332905
-3.940604,131,4034.872212
91.043737,131,4035.458823
184.767931,131,4036.023725
199.709608,131,4036.583664
161.384107,131,4037.157009
166.691225,131,4037.751026
30.100865,131,4038.356258
193.387241,131,4039.021756
127.241135,127,4039.712384
145.409908,131,4040.392559
77.501258,131,4041.026116
114.445877,131,4041.682981
190.853859,131,4042.307185
14.292047,97,4042.809864
17.421975,131,4043.427482
185.988767,131,4044.121094
-44.3343,118,4044.673393
157.157932,130,4045.29358
43.293116,131,4045.918679
-8.991936,131,4046.550654
152.304146,131,4047.205442
127.065029,131,4047.809232
101.839553,131,4048.421755
194.301812,131,4049.026282
185.215317,131,4049.629172
147.068012,131,4050.225698
200.254384,131,4050.826131
78.931428,131,4051.452883
-42.186984,93,4051.977737
119.244394,127,4052.555518
164.002854,131,4053.167938
212.487141,131,4053.836773
137.322956,131,4054.498029
17.60096,99,4055.025708
-0.779152,131,4055.695194
165.673291,131,4056.358076
171.568362,131,4057.078674
152.989643,131,4057.635342
-84.797253,131,4058.18047
61.664018,131,4058.771108
-23.137186,131,4059.401193
171.269791,131,4059.99416
89.025096,131,4060.629402
56.183801,131,4061.276565
23.91028,131,4061.885651
111.424882,131,4062.725534
132.739051,131,4063.376954
164.919823,131,4064.018882
200.221627,131,4064.647958
50.033376,131,4065.269401
121.119597,131,4065.935999
151.338162,131,4066.60628
100.664321,131,4067.280786
125.093887,131,4067.902456
10.220586,94,4068.428056
132.370265,131,4069.073923
14.277094,97,4069.581576
35.410742,131,4070.265578
54.266463,131,4070.920925
158.128237,131,4071.584035
69.561737,131,4072.244419
44.64756,109,4072.80568
200.254384,131,4073.477765
70.664905,119,4074.073786
174.571043,131,4074.732033
157.876749,131,4075.460178
61.49055,131,4076.179887
193.837536,131,4077.11515
199.038332,131,4077.830288
158.047771,131,4078.527274
96.935443,131,4079.214116
135.492195,131,4079.903056
181.775246,131,4080.618167
130.948171,131,4081.246144
163.557076,131,4081.865551
209.484227,131,4082.534855
163.168378,131,4083.185009
207.7418,131,4083.842389
128.842153,131,4084.582526
91.788768,131,4085.291642
138.986607,131,4085.956076
76.769043,131,4086.594739
164.161352,131,4087.315249
172.076402,131,4088.0051
160.066845,131,4088.75516
175.241383,131,4089.361712
137.840617,131,4089.721835
173.408332,131,4090.096811
144.140832,131,4090.430296
205.334721,131,4090.90221
168.518651,131,4091.513009
200.078578,131,4092.219321
182.971722,131,4092.812117
190.279537,131,4093.391703
165.225764,131,4093.852845
161.058231,131,4094.382533
187.864146,131,4094.86481
99.379796,131,4095.3872
167.215539,131,4095.928589
191.130469,131,4096.452209
142.060888,131,4096.912231
202.925843,131,4097.322221
194.752959,131,4098.106319
178.826614,131,4098.716068
54.304079,131,4099.240831
178.74236,131,4099.745837
150.640107,131,4100.215652
118.97343,131,4100.608674
136.722243,131,4101.060365
169.823195,131,4101.538045
117.715605,131,4102.037709
55.441351,131,4102.517935
161.412993,131,4103.014758
174.752662,131,4103.529349
199.636843,131,4104.054392
187.043547,131,4104.57899
3.353041,131,4105.106511
148.418951,131,4105.613397
184.916469,131,4106.117321
172.843542,131,4106.588608
171.594032,131,4107.07987
204.866519,131,4107.551689
182.928149,131,4108.026482
155.645896,131,4108.501236
186.996324,131,4109.052259
152.735696,131,4109.551325
171.014555,131,4110.078041
87.11253,131,4110.56547
187.096669,131,4111.031005
202.158224,131,4111.401575
148.286932,131,4111.792665
67.202536,131,4112.161685
141.049529,131,4112.591934
125.185382,131,4112.968301
173.431206,131,4113.33955
151.266175,131,4113.722184
190.957181,131,4114.09116
181.901566,131,4114.471832
163.430933,131,4114.926225
133.879963,131,4115.352011
168.487802,131,4115.786178
212.925871,131,4116.174054
68.683303,131,4116.615539
94.657828,120,4117.119689
148.701021,131,4117.686407
154.942127,128,4118.159294
113.488495,131,4118.62363
160.471117,131,4118.975365
91.317934,131,4119.418047
171.816222,131,4119.802064
68.557451,116,4120.17117
156.906671,131,4120.582575
174.144313,131,4120.950541
175.133987,131,4121.393643
140.650897,131,4121.798488
133.610099,125,4122.201941
157.839257,131,4122.572991
183.255904,131,4122.934415
216.792876,131,4123.352114
151.730228,131,4123.747459
185.956538,131,4124.14385
-50.542112,131,4124.545068
143.911263,131,4124.950197
114.687985,131,4125.333683
166.05326,131,4125.731532
123.987936,131,4126.197046
127.136574,131,4126.580076
61.49702,131,4126.875941
155.576673,131,4127.115586
115.364836,131,4127.35752
211.238719,131,4127.600932
156.701263,131,4127.847816
118.883573,131,4128.109725
103.148537,131,4128.395097
130.639574,131,4128.641661
129.984772,131,4128.915255
39.823955,131,4129.180299
6.748079,92,4129.384504
148.118307,131,4129.622049
185.048223,131,4129.872973
132.390268,131,4130.114225
96.768478,131,4130.361111
112.117047,131,4130.656256
124.692944,131,4130.899953
137.820406,131,4131.145173
186.536215,131,4131.401562
131.498852,131,4131.658925
150.936682,130,4131.903192
140.767653,131,4132.148084
49.156403,131,4132.438198
118.929667,127,4132.720227
66.17656,131,4133.036387
136.58516,131,4133.323827
55.775879,131,4133.614253
211.238719,131,4133.880169
154.88434,131,4134.318103
212.202002,131,4134.577595
185.215317,131,4134.818107
91.031026,131,4135.120317
90.778586,131,4135.365643
129.984772,131,4135.629575
173.439733,131,4135.872907
138.819204,131,4136.113859
5.717669,92,4136.486159
100.703636,131,4136.853177
81.635358,131,4137.281477
144.861218,131,4137.565627
61.49702,131,4137.942356
184.644274,131,4138.200118
127.158114,131,4138.45179
97.659773,131,4138.70695
152.227509,131,4138.94985
97.654827,131,4139.226838
3.021987,84,4139.444309
10.236178,94,4139.695428
115.810369,131,4139.953561
112.124661,131,4140.216772
139.569198,131,4140.488564
62.50518,131,4140.776222
50.620658,131,4141.059794
147.806953,131,4141.357504
61.903632,131,4141.645761
61.49702,131,4141.915493
1.855481,79,4142.12775
145.398291,131,4142.372461
112.124239,131,4142.651115
122.941336,131,4142.904762
131.498852,131,4143.213214
135.014987,131,4143.556737
185.215317,131,4143.884126
1.855481,79,4144.148823
135.33369,131,4144.443753
103.959103,131,4144.724834
155.678083,131,4145.008305
169.191986,131,4145.326428
185.215317,131,4145.621663
199.364445,131,4145.910652
144.371981,131,4146.183971
211.238719,131,4146.586484
151.271267,131,4146.866805
211.238719,131,4147.161731
187.769929,131,4147.423723
108.423066,131,4147.815989
91.029537,131,4148.12647
118.929667,127,4148.421203
5.717669,92,4148.635805
20.466945,131,4148.929251
5.717669,92,4149.151482
211.539928,131,4149.390076
136.388866,131,4149.659067
185.215317,131,4149.911651
20.493259,131,4150.194478
178.578879,131,4150.446122
133.890696,131,4150.766342
115.72609,131,4151.132566
148.266801,131,4151.43172
119.824173,131,4151.751661
100.780326,131,4152.051552
61.429737,131,4152.358262
119.825459,131,4152.638925
54.645057,131,4152.977235
137.921878,131,4153.289363
97.654827,131,4153.567252
126.365667,131,4153.835288
103.959103,131,4154.118907
139.629642,131,4154.392429
5.717669,92,4154.63614
-1112.089506,131,4154.819503
-997.311048,131,4154.996163
-950.472292,131,4155.16999
-1082.525728,131,4155.34539
-1157.076545,131,4155.567392
-1163.864542,131,4155.754041
-925.349921,131,4155.933602
-1062.925752,131,4156.141089
-932.638431,131,4156.333767
-1475.327255,131,4156.513292
-1147.00973,131,4156.68754
-922.065104,131,4156.859537
-888.192742,131,4157.035253
-925.336791,131,4157.20827
-1224.549046,131,4157.402742
-750.354804,131,4157.570795
-1107.636783,131,4157.74604
-1197.808255,131,4157.925741
-705.256956,131,4158.094654
-899.549995,131,4158.261899
-1201.788538,131,4158.434396
-1007.450487,131,4158.605982
-988.933176,131,4158.780413
-1138.818301,131,4158.952983
-982.084403,131,4159.135634
-1157.501528,131,4159.314066
-1206.629151,131,4159.492032
-912.076821,131,4159.663886
-937.034812,131,4159.843927
-1132.710914,131,4160.024332
-1025.349921,131,4160.227041
-1106.588269,131,4160.398206
-1033.29617,131,4160.572716
-1063.86387,131,4160.761939
-1058.271567,131,4160.954862
-982.502551,131,4161.139359
-963.474725,131,4161.316949
-822.04406,131,4161.49567
-1032.594382,131,4161.676069
-874.549046,131,4161.882639
-1288.864542,131,4162.063654
-1099.549046,131,4162.267677
-1105.260393,131,4162.454227
-986.051266,131,4162.62523
-1100.306755,131,4162.800883
-988.864542,131,4162.984938
-1063.175382,131,4163.167032
-951.745635,131,4163.590127
-1038.175382,131,4163.762972
-1051.738989,131,4163.938121
-1126.754155,131,4164.112782
-1186.063509,131,4164.311973
-1072.63729,131,4164.485816
-1022.013319,131,4164.673173
-952.419318,131,4164.84266
-1007.09562,131,4165.024455
-949.609274,131,4165.204317
-969.645079,131,4165.387177
-874.542073,131,4165.566499
-1163.00935,131,4165.751448
-1207.623961,131,4165.928232
-1127.245592,131,4166.10013
-900.349921,131,4166.2797
-800.349921,131,4166.466711
-1082.477751,131,4166.648368
-1002.358017,131,4166.819715
-1131.591864,131,4167.003199
-864.083821,131,4167.186244
-1363.893405,131,4167.368792
-1262.934923,131,4167.552715
-1111.060582,131,4167.734042
-1161.058607,131,4167.921226
-1200.349921,131,4168.103925
-1049.546337,131,4168.278196
-1013.864542,131,4168.473297
-1119.745845,131,4168.646015
-1230.271461,131,4168.829551
-907.633386,131,4169.023448
-1087.135639,131,4169.209639
-1107.619607,131,4169.378164
-1000.351368,131,4169.561929
-1031.456397,131,4169.736553
-882.50964,131,4169.911132
-1038.205902,131,4170.089887
-962.061053,131,4170.259515
-888.553816,131,4170.431243
-1150.349921,131,4170.605413
-1061.061475,131,4170.784925
-762.116392,131,4170.968368
-632.47998,131,4171.140367
-857.112979,131,4171.319553
-1071.675689,131,4171.516932
-937.940669,131,4171.691548
-1200.349921,131,4171.864662
-932.737498,131,4172.03539
-1300.313468,131,4172.207339
-1000.516804,131,4172.379808
-1344.750056,131,4172.572401
-1038.920149,131,4172.754613
-1238.896995,131,4172.925327
